ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
CHD,69.19444444444444,"Church & Dwight Company, Inc.",55.7,Consumer Defensive,Household & Personal Products,50.0,60.0,42.3,75.0,60.0,94.54,22394171392.0,15.0,19.4,False,down,-34.8,False,0.0,12.1,False,0.0,4.1,3.9,False,106.04,-10.8,3.0,False,"{'roe_pct': 17.6, 'debt_to_equity': 0.6, 'current_ratio': 1.07, 'operating_margin_pct': 18.6}","{'eps_growth_yoy': np.float64(-34.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.9}",101.63,115.0,74.0,19.0,buy,7.5,70.56,-25.4,30.2,-68.1,5.07,4.8,1.3,39.1,1.16,True,-2.68,11.1,-14.6,14.0,2026-05-01,False,True,7.0,NEUTRAL,4.32,114.1,,,,,,,50.0,24.4,27.7,15.0,16.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,236.0,38.0,59.4,15.0,False,down,19.4,0.0,False,0.0,False,0.0,0.0,16.0,22.0,31.8,Bajo 50%,9.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,35.18,0.0,6.0,0.0,3.0,-3.0,0.94,-3.0,5.0,43.0,0,,WATCH,3.0,49.16722222222222,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.872,False,-10.84,17.01,4.08,sideways,stage1
BRO,0.0,"Brown & Brown, Inc.",57.5,Financial Services,Insurance Brokers,70.0,60.0,24.0,75.0,55.0,68.82,23427706880.0,15.0,1.8,False,down,-20.2,True,2.0,14.1,False,0.0,7.2,5.4,False,119.06,-42.2,1.0,False,"{'roe_pct': 11.2, 'debt_to_equity': 0.63, 'current_ratio': 1.04, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': np.float64(-20.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.3}",79.47,100.0,70.0,15.0,hold,15.5,60.7,-11.8,31.6,-54.1,5.98,4.13,0.92,19.5,0.63,True,-0.61,5.4,-6.5,10.0,2026-04-27,False,True,4.0,NEUTRAL,5.54,175.4,,,,,,,50.0,0.0,0.0,15.0,17.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,293.4,28.0,32.2,15.0,False,down,1.8,0.0,True,2.0,False,0.0,5.0,20.0,22.0,13.6,Bottom 25%,5.0,-3.0,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,34.75,0.0,6.0,0.0,3.0,0.0,1.94,0.0,0.0,13.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.853,False,-41.77,8.74,-32.53,sideways,stage1
ISRG,0.0,"Intuitive Surgical, Inc.",76.5,Healthcare,Medical Instruments & Supplies,100.0,80.0,36.0,85.0,65.0,458.08,162696134656.0,15.0,0.0,False,down,13.8,True,2.0,27.2,True,1.0,1.9,4.2,False,603.88,-24.1,2.0,False,"{'roe_pct': 16.7, 'debt_to_equity': 0.01, 'current_ratio': 4.88, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 28.4}",591.51,750.0,378.0,30.0,buy,29.1,164.39,-64.1,130.81,-71.4,1.4,6.4,,,,True,-1.3,344.7,16.6,4.0,2026-04-21,True,False,7.0,NEUTRAL,1.88,22.5,2.41,,,,,,50.0,18.0,0.0,15.0,23.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,352.9,23.0,38.0,15.0,False,down,0.0,0.0,True,2.0,True,1.0,8.0,10.0,22.0,59.1,Medio,25.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,34.6,0.0,0.0,0.0,3.0,5.0,3.64,3.0,5.0,96.0,0,,WATCH,0.0,0.1500000000000003,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.909,False,-24.14,7.07,-0.93,downtrend,stage1
AI.PA,0.0,AIR LIQUIDE,58.8,Basic Materials,Specialty Chemicals,55.0,50.0,66.5,70.0,60.0,186.38,107556732928.0,,,,,,,0.0,,,0.0,,,False,188.88,-1.3,4.0,False,"{'roe_pct': 13.4, 'debt_to_equity': 0.51, 'current_ratio': 1.17, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 13.1},197.15,216.0,168.0,20.0,buy,5.8,42.84,-77.0,60.8,-67.4,1.42,2.64,1.99,54.3,1.83,,,,5.3,103.0,2026-07-29,False,False,7.0,NEUTRAL,4.2,18.8,4.48,,,,,,50.0,14.6,0.0,15.0,17.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,575.8,23.0,32.6,,,,,0.0,,0.0,,0.0,0.0,9.0,22.0,63.6,Medio,25.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,False,2/3,34.52,0.0,0.0,3.0,0.0,3.0,0.72,-3.0,5.0,82.0,0,,WATCH,0.0,20.88,⚪ WEAK,🔴 Weak,,,,,,,,False,2,0.808,False,-1.08,20.65,2.03,uptrend,stage3
JNJ,0.0,Johnson & Johnson,68.8,Healthcare,Drug Manufacturers - General,75.0,70.0,65.1,65.0,60.0,234.54,565217722368.0,60.0,64.4,False,flat,-53.5,True,2.0,12.2,True,1.0,1.0,2.9,False,251.71,-6.8,6.0,False,"{'debt_to_equity': 0.6, 'operating_margin_pct': 26.7}","{'eps_growth_yoy': np.float64(-53.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.8}",251.08,285.0,155.0,24.0,buy,7.1,,,110.2,-53.0,,,2.29,46.6,2.77,True,-1.05,34.6,-37.0,89.0,2026-07-15,False,False,4.0,NEUTRAL,5.64,136.0,,,,,,,50.0,43.6,0.0,15.0,20.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,2406.1,8.0,35.6,60.0,False,flat,64.4,0.0,True,2.0,True,1.0,8.0,,22.0,,Sin datos suficientes,64.4,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.52,0.0,0.0,3.0,3.0,-3.0,0.89,-3.0,0.0,15.0,0,,,0.0,23.38,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-6.8% from high) - wait for pullback,-6.8,NEUTRAL,BUY,False,False,2,1.207,False,-6.82,64.98,18.04,sideways,stage2
WST,0.0,"West Pharmaceutical Services, I",70.0,Healthcare,Medical Instruments & Supplies,90.0,60.0,44.0,85.0,65.0,269.81,19448338432.0,35.0,39.9,False,up,47.1,False,0.0,15.3,False,0.0,4.7,3.3,False,322.34,-16.3,6.0,False,"{'roe_pct': 16.9, 'debt_to_equity': 0.1, 'current_ratio': 3.02, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': np.float64(47.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.1}",317.46,375.0,275.0,13.0,buy,17.7,55.91,-79.3,68.0,-74.8,1.41,3.8,0.33,12.5,0.25,True,-0.7,1202.8,2.1,6.0,2026-04-23,True,False,7.0,NEUTRAL,,,14.45,,,,,,50.0,43.0,0.0,15.0,21.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,71.5,0.0,36.0,35.0,False,up,39.9,2.0,False,0.0,False,0.0,0.0,10.0,22.0,59.1,Medio,25.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,3/3,34.3,0.0,0.0,0.0,3.0,1.0,2.21,1.0,5.0,,0,,WATCH,0.0,14.5,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-16.3% from high) - valid VCP setup | Elevated P/E (39.7) - watch valuation | Strong upside (+17.7%) - analyst support,-16.3,NEUTRAL,BUY,False,False,2,0.837,False,-16.15,40.26,-3.3,sideways,stage2
PGR,0.0,Progressive Corporation (The),65.5,Financial Services,Insurance - Property & Casualty,90.0,60.0,36.0,75.0,50.0,203.47,119022387200.0,15.0,4.1,False,down,15.0,True,1.0,11.4,False,0.0,1.2,2.3,False,289.96,-29.8,0.0,False,"{'roe_pct': 37.9, 'debt_to_equity': 0.26, 'current_ratio': 0.29, 'operating_margin_pct': 16.4}","{'eps_growth_yoy': np.float64(15.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}",229.67,312.0,190.0,21.0,hold,12.9,,,196.6,-3.4,,,6.83,70.7,1.85,True,-0.14,53.8,3.9,89.0,2026-07-15,False,False,6.0,NEUTRAL,11.59,,1.29,,,,,,50.0,3.6000000000000014,0.0,15.0,19.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,582.2,28.0,34.6,15.0,False,down,4.1,0.0,True,1.0,False,0.0,2.0,11.0,22.0,54.5,Medio,24.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,34.2,0.0,0.0,0.0,3.0,1.0,1.61,0.0,2.0,,0,,BEST,5.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.925,False,-25.27,8.31,-10.5,downtrend,stage1
AWK,75.625,"American Water Works Company, I",68.5,Utilities,Utilities - Regulated Water,85.0,90.0,36.0,55.0,50.0,130.7,25523109888.0,15.0,9.3,False,up,16.1,False,0.0,20.8,True,2.0,6.7,5.4,False,150.51,-13.2,1.0,False,"{'roe_pct': 10.5, 'debt_to_equity': 1.47, 'current_ratio': 0.46, 'operating_margin_pct': 32.2}","{'eps_growth_yoy': np.float64(16.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.6}",138.3,155.0,121.0,10.0,hold,5.8,,,56.9,-56.5,-9.17,-11.99,2.53,57.1,1.94,False,,3.3,,12.0,2026-04-29,False,True,8.0,STRONG,4.93,6.6,2.5,,,,,,50.0,48.8,30.2,15.0,20.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",HIGH_FLOAT,194.8,20.0,65.8,15.0,False,up,9.3,2.0,False,0.0,True,2.0,2.0,,22.0,,Sin datos suficientes,9.3,0.0,1.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,33.900000000000006,8.0,-5.0,3.0,0.0,0.0,0.72,-3.0,10.0,72.0,0,,CAUTION,-5.0,46.1625,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-13.2% from high) - wait for pullback,-13.2,NEUTRAL,HOLD,False,False,1,0.959,False,-10.98,8.5,-13.17,downtrend,stage1
LRLCY,0.0,L'Oreal Co.,53.2,Consumer Defensive,Household & Personal Products,55.0,50.0,36.0,80.0,50.0,82.19,219358150656.0,15.0,0.0,False,down,,,0.0,,,0.0,,,False,95.48,-13.9,1.0,False,"{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}",{'profit_margin_pct': 13.9},91.1,102.0,83.0,3.0,none,10.8,32.6,-60.3,27.0,-67.1,2.7,2.22,2.0,60.9,1.5,,,,0.2,103.0,2026-07-29,False,False,6.0,NEUTRAL,19.31,69.9,58.83,,,,,,50.0,1.0,0.0,15.0,16.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,255.7,28.0,31.0,15.0,False,down,0.0,0.0,,0.0,,0.0,0.0,16.0,22.0,31.8,Bajo 50%,9.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.28,0.0,0.0,3.0,0.0,1.0,1.35,0.0,2.0,21.0,0,,WATCH,-3.0,6.82,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.913,False,-13.92,8.27,-13.11,downtrend,stage1
MSCI,0.0,MSCI Inc.,55.2,Financial Services,Financial Data & Stock Exchanges,55.0,70.0,36.0,50.0,65.0,564.9,41505488896.0,15.0,22.2,False,down,-1.4,False,0.0,10.3,True,1.0,1.9,2.2,False,626.28,-9.8,4.0,False,"{'current_ratio': 0.9, 'operating_margin_pct': 55.9}","{'eps_growth_yoy': np.float64(-1.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.4}",668.81,719.0,535.0,16.0,buy,18.4,234.35,-58.5,157.0,-72.2,2.81,15.93,1.45,45.9,0.99,True,-5.99,8.1,-2.3,4.0,2026-04-21,True,False,8.0,STRONG,3.6,851.3,,,,,,,50.0,8.0,0.0,15.0,16.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,200 MA declining - structural weakness,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,69.4,35.0,31.6,15.0,False,down,22.2,0.0,False,0.0,True,1.0,2.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,32.68000000000001,0.0,0.0,0.0,3.0,0.0,2.3,1.0,10.0,35.0,0,,WATCH,0.0,14.52,⚪ WEAK,🔴 Weak,,,,,,,,False,2,0.752,False,-9.45,13.18,-2.53,sideways,stage1
MCO,0.0,Moody's Corporation,50.5,Financial Services,Financial Data & Stock Exchanges,55.0,30.0,36.0,85.0,65.0,448.42,79820496896.0,15.0,17.7,False,down,-2.4,False,0.0,-1.8,False,0.0,2.1,2.2,False,546.88,-18.0,2.0,False,"{'roe_pct': 62.1, 'debt_to_equity': 1.77, 'current_ratio': 1.74, 'operating_margin_pct': 42.1}","{'eps_growth_yoy': np.float64(-2.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 31.9}",534.05,610.0,460.0,20.0,buy,19.1,490.36,9.4,410.4,-8.5,2.58,11.56,0.92,27.5,0.8,False,,12.1,57.6,5.0,2026-04-22,True,False,7.0,NEUTRAL,4.03,,0.42,,,,,,50.0,0.0,0.0,15.0,15.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 37% up volume)",HIGH_FLOAT,163.7,35.0,30.2,15.0,False,down,17.7,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,32.2,0.0,0.0,0.0,0.0,5.0,2.39,1.0,5.0,,1,Berkshire Hathaway (Buffett),WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.838,False,-17.83,11.71,-11.99,sideways,stage1
FICO,57.1375,Fair Isaac Corporation,52.0,Technology,Software - Application,65.0,60.0,15.0,50.0,70.0,1069.93,25381023744.0,15.0,6.9,False,down,-2.6,True,1.0,2.7,True,1.0,6.9,3.6,False,2217.6,-51.8,1.0,False,"{'current_ratio': 0.93, 'operating_margin_pct': 45.7}","{'eps_growth_yoy': np.float64(-2.6), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 31.9}",1712.77,2400.0,1032.0,20.0,buy,60.1,433.31,-59.5,269.6,-74.8,2.26,24.16,,,0.09,True,-5.61,6.8,7.7,11.0,2026-04-28,False,True,7.0,NEUTRAL,3.29,996.8,2.62,,,,,,50.0,24.5,22.9,15.0,15.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,45,"No clear pattern (1.0x ratio, 47% up volume)",LOW_FLOAT,23.1,25.0,53.5,15.0,False,down,6.9,0.0,True,1.0,True,1.0,5.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,30.8,0.0,0.0,0.0,3.0,3.0,7.51,3.0,5.0,41.0,0,,WATCH,0.0,11.268750000000004,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.939,False,-51.75,17.7,-40.71,downtrend,stage4
KO,0.0,Coca-Cola Company (The),55.5,Consumer Defensive,Beverages - Non-Alcoholic,55.0,50.0,42.3,80.0,60.0,75.18,323586228224.0,15.0,23.3,False,down,-31.8,False,0.0,6.2,False,0.0,1.1,2.8,False,82.0,-8.3,5.0,False,"{'roe_pct': 43.3, 'debt_to_equity': 1.4, 'current_ratio': 1.46, 'operating_margin_pct': 24.7}","{'eps_growth_yoy': np.float64(-31.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}",83.67,90.0,71.38,23.0,buy,11.3,,,30.4,-59.6,-0.45,-0.34,2.74,67.1,2.9,True,-0.23,10.7,3.6,11.0,2026-04-28,False,True,7.0,NEUTRAL,4.94,91.1,6.05,,,,,,50.0,32.6,0.0,15.0,16.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,3872.3,8.0,31.6,15.0,False,down,23.3,0.0,False,0.0,False,0.0,0.0,6.0,22.0,77.3,Top 25%,31.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,30.200000000000003,0.0,-5.0,3.0,3.0,1.0,1.41,0.0,5.0,39.0,1,Berkshire Hathaway (Buffett),CAUTION,-8.0,19.05,⚪ WEAK,🔴 Weak,,,,,,,,False,2,1.024,False,-7.69,16.65,7.55,sideways,stage2
