ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
0941.HK,China Mobile Limited,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +23.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 37.0 — presión vendedora cediendo,1,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +20.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Rebote MA50,BULLISH,DAILY,2026-03-24,0,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +1.1% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +23.8% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +100.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
105560.KS,KB Financial Group Inc.,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-03-20,4,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +0.4% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +14.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +27.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 32%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
1299.HK,AIA Group Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-24,0,Precio a 2.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +1.7% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +9.7% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +55.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 26%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 1.4% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
1398.HK,Industrial and Commercial Bank of China Limited,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -29.3% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Rebote MA50,BULLISH,DAILY,2026-03-19,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 3.5% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-24,0,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -29.3% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +31.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,RSI Sobrevendido,BULLISH,WEEKLY,2026-03-23,1,"RSI 29.3 — zona de sobreventa extrema, posible rebote",2,2026-03-24 08:35
1810.HK,Xiaomi Corporation,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 4.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 39.8 — presión vendedora cediendo,1,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Doji en Caída,BULLISH,DAILY,2026-03-20,4,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -11.7% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 23%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 39.6 — presión vendedora cediendo,1,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
2020.HK,ANTA Sports Products Limited,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -12.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 34.4 — presión vendedora cediendo,1,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Doji en Caída,BULLISH,DAILY,2026-03-20,4,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +5.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +37.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -24.5% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Divergencia RSI Alcista,BULLISH,DAILY,2026-03-24,0,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -10.7% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 0.4% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 33.3 — presión vendedora cediendo,1,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-24,0,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Doji en Caída,BULLISH,DAILY,2026-03-24,0,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -25.4% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -22.8% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 39%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 33.4 — presión vendedora cediendo,1,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +22.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Pullback Volumen Seco,BULLISH,DAILY,2026-03-24,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +0.3% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +27.1% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +115.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
316140.KS,Woori Financial Group Inc.,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-24,0,Precio a 1.3% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +2.4% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,MACD Histograma Creciente,BULLISH,DAILY,2026-03-24,0,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Toque Banda Superior BB,BEARISH,DAILY,2026-03-24,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Doji en Subida,BEARISH,DAILY,2026-03-20,4,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +6.1% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +49.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Rebote MA50,BULLISH,WEEKLY,2026-03-02,22,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 23%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
3988.HK,Bank of China Limited,value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-03-17,7,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,Shooting Star,BEARISH,DAILY,2026-03-19,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 8.5% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,MACD Histograma Creciente,BULLISH,DAILY,2026-03-24,0,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -26.3% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -11.7% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
4568.T,"Daiichi Sankyo Company, Limited",value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
4661.T,"Oriental Land Co., Ltd.",value_global,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-24,0,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
4661.T,"Oriental Land Co., Ltd.",value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 1.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
4661.T,"Oriental Land Co., Ltd.",value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-19,5,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
4661.T,"Oriental Land Co., Ltd.",value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
